learning_rate,num_hidden_layer,num_features,val_loss,val_f1,file_name,val_loss_std,val_f1_std
5e-05,0,[],0.3802651660516858,0.7825350527342629,output/results_20220223-214530.csv,0.0074936494553500795,0.012078234690542087
5e-05,1,[641],0.1322721056834173,0.9274106831119058,output/results_20220322-143047.csv,0.013647794465145717,0.0075943121393205575
5e-05,2,"[854, 428]",0.1213261586769173,0.9302490544664876,output/results_20220211-120312.csv,0.009835491202208408,0.010113858021781575
5e-05,3,"[959, 640, 321]",0.1128862176071076,0.9287939307234704,output/results_20220223-214530.csv,0.01482821241324475,0.0047786464162874005
5e-05,4,"[1022, 767, 512, 257]",0.1136983279381335,0.93407260587823,output/results_20220322-143047.csv,0.019987584352309736,0.006876928776895672
5e-05,5,"[1067, 854, 641, 428, 215]",0.1044658416503807,0.9407293536959628,output/results_20220223-214530.csv,0.013232209918359841,0.006270240666462897
5e-05,6,"[1094, 912, 730, 548, 366, 184]",0.1184170694687054,0.933855232002776,output/results_20220729-082154.csv,0.011167863394021475,0.005753072887557619
